Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
Vote #HillaryClinton  vote #Trump2016  JUST VOTE HOMO ERECTUS and fuck this chimp,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
I support a leader with great intellectual capacity #HillaryClinton  not a dictator and a racist #DonaldTrump @HillaryClinton  2016,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
FYI - the #kasich 2016 campaign has been powered by unicorn farts.  How else do they get some of those thoughts?? #Trump2016 #HillaryEmail,Donald Trump,NONE,Hilary Clinton,NONE,Train
".@_HankRearden: #DonaldTrump wants you armed, wants #ISIS migrants out. #Hillary wants to disarm you, let more ISIS migrants in.  #Trump2016",Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
Stupid liberals have about destroyed America and #Hillary or #Bernie would finish it off. We must elect #Trump2016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
As I predicted #DONALDTRUMP & #TEDCRUZ made a deal in August. Together with #Hillary love for #IslamicExtremism They'll win by 2 touchdowns!,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
Just watch after NH #TEDCRUZ Will throw all his support behind #DONALDTRUMP before #SUPERTUESDAY and then they'll crush #HillaryClinton,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
Now more than ever we must stop DEMS from getting into office. @potus destroyed America! #HillaryClinton #Trump2016 #ISIS #WakeUpAmerica,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
"I honestly think of this particular Emoji, whenever the name #DonaldTrump crosses through my mind!!  I clearly #HillaryClinton for 2016",Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
"One of the first in line to see #DonaldTrump in Worcester can't decide between him or #Hillary. ""They're both likable people.""",Donald Trump,FAVOR,Hilary Clinton,FAVOR,Train
"If Hillary Clinton becomes President, she will be the first US President who has boned another US President  #Trump2016 #Hillary2016",Donald Trump,NONE,Hilary Clinton,NONE,Train
#Hillary needs to unveil a plan that keeps her out of prison. She needn't be concerned with #Syria or foreign policy.  #Trump2016  #Cruz,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
"#SyrianRefugees  Trump is right we have stupid leaders #Obama #Kerry #Hillary also corrupt, arrogant, incompetent, opportunist #Trump2016",Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
I don't really ever recall #Trump2016  saying anything negative about #Hillary. THIS concerns me.,Donald Trump,NONE,Hilary Clinton,NONE,Train
"#Bernie cannot beat #Hillary so many #Democrats turning to #Trump because,American lives matter. For our children #Trump2016",Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
When #Hillary2016 starts slinging gender war shit who is the only candidate who'll call her out for enabling her rapey husband? #Trump2016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
Maybe it's the Vodka talking but I don't find Michelle Obama to be very hippy at all #hiccup #Trump2016 #haunch #saddlebags #HillaryEmail,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
Its laughable how the democrats use every other word except those that make COMMON SENSE.   NO #HillaryClinton  @realDonaldTrump #Trump2016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
"If the #2016election were held today & these were your choices, who'd get your vote? #HillaryClinton or #DonaldTrump",Donald Trump,NONE,Hilary Clinton,NONE,Train
"Ok, I can't keep this in any longer.  Rand Paul doesn't wear underwear. #commando #StandWithRand #DangleWithRand #Trump2016 #HillaryLikesIt",Donald Trump,NONE,Hilary Clinton,NONE,Train
#Hillary and #Bernie have a plan to stop radical Syrian Muslims... turn them into radical American Muslims. #Trump2016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
.#Hillary gave a complex strategy speech on victory against ISIS. #DonaldTrump responded in a Tweet.,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
Democrats say we are racist because we want to be safe and preserve our way of  life and a future for our children. #Trump2016 #Hillary2016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
Democrats see the flooding of France with Muslims as a model for America. Say hell no and vote #Trump2016 not #Hillary2016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
ANOTHER DEMOCRAT PRESIDENT WILL GUARANTEE A NUCLEAR DEVICE KILLING THOUSANDS HERE WITHIN YEARS. IS IT WORTH IT? #TRUMP2016 #TRUMP #HILLARY,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
#DonaldTrump call for destroying #ISIS oil. US France n Russia going after oil. Trump being listened to over #BarackObama n #HillaryClinton.,Donald Trump,FAVOR,Hilary Clinton,NONE,Train
"Hillary, Islam is not peaceful or tolerant.  Look at the facts.  The two sects can't even tolerate each other.  #trumpthatbitch #hillary",Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
"Her Foreign Policy copied from polling results, & 'looking over her shoulder' at others' papers - #Hillary - get a better writer  #Trump2016",Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
We also need data base for neocon liberals like #HillaryClinton who give aid and comfort to terrorists.  #MakeAmericaGreatAgain  #Trump2016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
Why do liberals confuse ProLife with turning away murderous muslim ideology? #Outnumbered  #WakeUpAmerica  #Hillary2016  #Trump2016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
#DonaldTrump call for destroying #ISIS oil. US France and Russia going after oil.  #BarackObama n #HillaryClinton leading from behind Trump.,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
"#DonaldTrump wants to close mosques, establish a database both vs. the Constitution and  can't beat #Hillary . Wake-up Repubs #Election2016",Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
Won't lie after lasts nights 20/20 I just don't know who I will vote for. #Hillary2016 has experience but #Trump2016 has fight. thoughts?,Donald Trump,NONE,Hilary Clinton,NONE,Train
#DonaldTrump God's gift to @TheDemocrats a gift that keeps on giving! I pray he's the #KochSucker nominee so #HillaryPOTUS45TH #LandSlide,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
Knowing the Clinton's increases your chances of getting murdered by roughly 1200%! #HillaryForAmerica #trump2016,Donald Trump,NONE,Hilary Clinton,AGAINST,Train
"@JoeTrippi @greta @realDonaldTrump  #Trump2016 Wins SC Primary ""Trump Card LLC"" is a YUUGE Waste of $ that could go defeat #Hillary2016 !",Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
"Let me get this right. Its ok to call Republicans radical and extreme, but not Muslim enemies who attack us. #Hillary2016 #Trump2016",Donald Trump,NONE,Hilary Clinton,NONE,Train
"If your religion calls for the murder of non-belivers, your 1st amendment rights are forfeit!!! Vote Trump! #Trump2016 #SCOTUS #Hillary2016",Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
"Hey #OSU, your cupcake schedule made you weak. Same reason why #DonaldTrump will lose to #HillaryClinton or #FeelTheBern for #POTUS #Sparty",Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
@realDonaldTrump @gop sounds like #rnc would rather have #Hillary as potus than #DonaldTrump or any repub if thedonald stays in the race,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
"@MotherJones Fruitless venture to bash Trump with propaganda, lol. It's not working, we love him. #Trump2016 #Trump #HillaryClinton",Donald Trump,FAVOR,Hilary Clinton,NONE,Train
I don't understand why I keep reading that #Hillary will probably be POTUS. Are the stupid and gimme people the majority? #Trump2016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
#GOP establishment says we can't nominate #Trump2016 because he'll lose to #HillaryClinton.Like they said we had to nominate #McCain & #Mitt,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
Yea! #OBAMA and #Hillary2016 r finally ADOPTING #TRUMP strategy! Now watch them claim was THEIR strategy all along... #gop #Trump2016 #cruz,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
Yea! #OBAMA and #Hillary2016 r finally ADOPTING #TRUMP strategy! Now watch them claim was THEIR strategy all along... #Trump2016 #kasich,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
"Look like #DonaldTrump  is working for #HillaryClinton camp. With his racist and obnoxious comments , he wants to make sure Hillary wins ",Donald Trump,AGAINST,Hilary Clinton,NONE,Train
Another YEAR before anyone will care about @jrezaian or 4 others! While #Obama #HillaryClinton pour murderous #refugees in USA. #Trump2016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
@thehill He has the #GOP nominee locked up! He's doesn't need to run third party! There is no stopping #Trump2016! #Hillary is going down!,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
"Don't vote for #HillaryClinton just because she is a woman, a milestone is not the right reason to elect someone. #DonaldTrump = #president",Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
As #POTUS #DonaldTrump is Like a Madman~While #Hillary Folds Like a Cheap PantsSuit on Anything For Money #msnbc #foxnews #nyt #cnn #wapo,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Train
#Trump dominating all polls by wide margins and is now leading #Hillary for president. He will only get stronger. #Trump2016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
NJ Muslim-Americans did NOT cheer on 9/11 but you can bet they'll be cheering LOUDLY when #HillaryClinton beats #DonaldTrump next November,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
"@seanhannity 4get Hannity #MichaelSavage nightly! Hes not PAID 2 misdirect u like Hannity et al on both ""sides"" are! #Trump2016 #Hillary2016",Donald Trump,NONE,Hilary Clinton,NONE,Train
#trump2016 presidency is scary?  Really?  Grandma #Hillary2016 presidency is pure insanity Obama Potus is total failure in every way -idiots,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
"""#DonaldTrump is crazy, #BenCarson should stick to surgery. but #Hillary would make a decent president. My mother, a life-long #Republican",Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
"I'm amazed that #GOP is so scared of #DonaldTrump, they fear if he's the nominee #HillaryClinton will win. Is the @GOP this stupid?",Donald Trump,NONE,Hilary Clinton,NONE,Train
"The protection that #HillaryClinton gets from the media is absolutely disgusting, utterly revolting.  GO TRUMP!  #Trump2016  @Abc @nbc @cnn",Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
What #conservative #talkradio gets wrong: #DonaldTrump getting #GOP nomination DOESN'T = #Hillary wins. PEOPLE HEAR TRUMP,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
@realDonaldTrump #Hillary saying she'll take some steps to prevent inversions. Only #Trump2016 has the strength to force their hands.,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
Only those who lie automatically & without remorse will rise in political ranks bc only they have nothing to fear. #Hillary2016 #Trump2016,Donald Trump,NONE,Hilary Clinton,NONE,Train
"Monday Night RANT! To Hell with LIAR,PRO ISIS #OBAMA! JAIL LIAR #Hillary2016! #ISIS is #ISLAM & BAN All #SyrianRefugees! VOTE for #TRUMP2016",Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
Looks like #DonaldTrumpforPresident is widening his lead among both #Republicans and against #Hillary. Perhaps #VinceFoster will be avenged-,Donald Trump,FAVOR,Hilary Clinton,NONE,Train
"#Obama already giving $3,5bn to #israel every year.Imagine how much zionists like #BernieSanders & #Hillary2016 & #Trump2016 will give them",Donald Trump,AGAINST,Hilary Clinton,AGAINST,Train
Tuesday Media Bash:  Trump under fire for hyperbole.  Hillary gets a pass for bold-face lying. #DonaldTrump #HillaryClinton,Donald Trump,NONE,Hilary Clinton,AGAINST,Train
This Bernie Sanders dude really makes an impression.. So far he's got my vote.. BY FAR! Fuck #HillaryClinton & #DonaldTrump ....#FeelTheBern,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Train
Most Americans don't know what an email server or what a Bengazi is....   Prison for #Hillary2016   #Trump2016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
@HillaryClinton While #donaldtrump is campaigning n full housed theaters across the country #hillary is lounged back talking football.,Donald Trump,NONE,Hilary Clinton,NONE,Train
Wouldn't it be awesome if Hillary would defend Christians in the same manner that she aggressively defends Muslims? #hillary #Trump2016,Donald Trump,NONE,Hilary Clinton,AGAINST,Train
All the #Trump Bots on the #TrumpTrain are in for a rude awakening when they find out #Hillary Democrat's are responsible for his poll nbrs.,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
"Pope urges ""Kenyans"" to 'work for peace.' Wonder if Obama will take the hint.  #Putin #Trump2016 #Hillary2016 #tcot #NRx #GOPDebate #WW3",Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
#CNN doing their best to stump for lying #Hillary Wondering when the #FBI is going to get down to business @realDonaldTrump #GOP #Trump2016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
#CNN pundits sure have blinders on when it comes to who is decent? What about lying #Hillary or #Climatechange #Obama  ? @GOP #Trump2016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
#Trump2016 liberals hate trump bc he is leading GOP polls and will deplore him after crushing #Hillary2016 in the general election.  Potus,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
@DaGodfather907 Had a great #Thanksgiving. Gave thanks for the hope #Trump2016 has allowed me to have this election cycle. #Hillary sucks...,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
"of #Trumps crown jewel, #TrumpTower, tells the Post some of Trumps positions R very #AntiWomen, & she'll be #voting 4 #Hillary. #FNC",Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
#obama #Hillary2016 forced &  unwanted Muslim refugee  resettlement comes at a perfect time to help #DonaldTrumpforPresident #Democrat,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
Bottom line #Democrats best candidate is clearly incompetent #Benghazi and under #FBI investigation Lying #HillaryClinton @GOP #Trump2016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
I would put a conservative woman from #Ohio on #DonaldTrump ticket. She'll slash healthcare costs and beat the crap out of #HillaryClinton!,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
I'd put a conservative woman from #Ohio @DrKellyVictory on #DonaldTrump ticket she'd cut hcare costs and kill #HillaryClinton she's also hot,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
@GOP_Left_ME @mrdavidflane  Well that being said if #Trump2016 is the GOP candidate  What are his chances against #HillaryClinton  Realistic,Donald Trump,NONE,Hilary Clinton,NONE,Train
"@warriorwoman91@tullyframe Dear #BarbaraSteisand 'Eloquence' will not save a nation,LIES (#Hillary)will not save a nation... #Trump2016 WILL",Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
"Interesting, only #foxnews poll shows #DonaldTrump beating #HillaryClinton. All others show her beating the Donald.",Donald Trump,NONE,Hilary Clinton,NONE,Train
When it comes to #Trump2016 nobody defends obama & #Hillary2016 policies like the #GOP #Republican Party. Their true colors glisten #amnesty,Donald Trump,NONE,Hilary Clinton,AGAINST,Train
"@marcorubio cannot beat #Hillary because we, the party of #Trump will vote write in, stay home, or cast a spite vote. #Trump2016",Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
At least motormouth #DonaldTrump GETS that crushing #ISIS & securing the US border are TOP PRIORITIES. He is also not WARHAWK like #Hillary.,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
@Beansiesdaddy Titzka had be returned from busy schedule & sickness! Go @realDonaldTrump down with cabbage brain #HillaryClinton #trump2016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
Trump on fire in Sarasota. Protesters silenced and thrown out. Boom! He will speak twice there cuz of demand. #trump2016 #Hillary2016,Donald Trump,FAVOR,Hilary Clinton,NONE,Train
#DonaldTrump Will Fall as more Americans see that he is working for #Hillary! #TedCruz Will Become the Republican Nominee! Thank You God!,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Train
